loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,issue_year,issue_month,loan_status,is_default,dti_bucket,income_bracket,loan_to_income,risk_tier,term_months
103150,10000,36 months,13.75,340.56,C,C3,3 years,RENT,55529.03,major_purchase,MD,16.14,0,1,8,0,67.0,24,2020,5,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.18,Medium Risk,36
103151,20000,36 months,7.69,623.87,A,A2,5 years,MORTGAGE,39722.82,debt_consolidation,TN,8.64,0,2,15,1,67.5,15,2022,12,Charged Off,1,Low (<10%),Low (<40k),0.503,Low Risk,36
103152,10000,36 months,14.92,346.26,C,C4,10+ years,OWN,72640.97,moving,AZ,36.9,2,0,14,0,26.2,15,2022,4,Fully Paid,0,Very High (30%+),Upper-Middle (70-100k),0.138,Medium Risk,36
103153,30000,60 months,13.62,692.15,C,C3,7 years,MORTGAGE,95464.81,debt_consolidation,TX,13.12,0,0,12,0,53.9,13,2023,2,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.314,Medium Risk,60
103154,12000,60 months,10.48,257.81,B,B4,10+ years,MORTGAGE,30469.42,vacation,MD,4.43,0,2,18,0,8.9,32,2021,1,Fully Paid,0,Low (<10%),Low (<40k),0.394,Low Risk,60
103155,10000,36 months,13.62,339.93,C,C2,4 years,MORTGAGE,73007.72,medical,OH,11.55,0,0,21,0,60.1,32,2020,5,Charged Off,1,Moderate (10-20%),Upper-Middle (70-100k),0.137,Medium Risk,36
103156,15000,36 months,13.82,511.35,C,C1,8 years,RENT,39691.58,vacation,WI,39.84,0,0,9,0,22.0,24,2021,10,Charged Off,1,Very High (30%+),Low (<40k),0.378,Medium Risk,36
103157,30000,36 months,30.0,1273.55,G,G5,1 year,RENT,55479.06,major_purchase,PA,21.6,0,2,18,0,41.2,22,2023,7,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.541,High Risk,36
103158,18000,60 months,12.11,401.4,C,C4,7 years,MORTGAGE,67939.26,debt_consolidation,GA,18.77,0,1,20,0,21.6,34,2022,9,Charged Off,1,Moderate (10-20%),Lower-Middle (40-70k),0.265,Medium Risk,60
103159,18000,36 months,9.04,572.73,B,B5,5 years,OWN,91056.24,debt_consolidation,NJ,28.71,0,3,12,0,15.8,20,2021,12,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.198,Low Risk,36
103160,15000,36 months,10.5,487.54,B,B4,6 years,RENT,74078.11,major_purchase,MI,3.36,0,1,9,0,6.8,19,2023,10,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.202,Low Risk,36
103161,10000,60 months,11.36,219.22,B,B4,8 years,MORTGAGE,63213.03,major_purchase,IN,2.37,0,0,5,0,30.5,24,2020,5,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.158,Low Risk,60
103162,7500,36 months,12.52,250.97,C,C2,< 1 year,MORTGAGE,43488.34,debt_consolidation,MI,15.22,0,3,24,0,89.6,42,2023,4,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.172,Medium Risk,36
103163,15000,60 months,14.29,351.28,C,C3,9 years,RENT,87975.85,car,AZ,11.61,0,1,7,0,94.5,17,2020,10,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.171,Medium Risk,60
103164,7500,36 months,25.98,302.1,F,F2,3 years,RENT,32713.9,medical,IL,21.97,0,3,9,0,98.9,14,2023,4,Charged Off,1,High (20-30%),Low (<40k),0.229,High Risk,36
103165,20000,36 months,10.08,646.1,B,B1,5 years,MORTGAGE,108886.07,credit_card,TX,11.52,0,0,6,0,45.1,16,2022,4,Charged Off,1,Moderate (10-20%),High (100k+),0.184,Low Risk,36
103166,30000,36 months,12.39,1002.03,C,C2,6 years,MORTGAGE,98522.23,debt_consolidation,NJ,5.62,0,0,19,0,97.3,20,2022,2,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.304,Medium Risk,36
103167,10000,36 months,11.55,330.0,B,B5,4 years,RENT,35160.63,home_improvement,AZ,13.47,0,0,22,0,89.5,41,2021,5,Fully Paid,0,Moderate (10-20%),Low (<40k),0.284,Low Risk,36
103168,15000,36 months,6.62,460.55,A,A1,6 years,RENT,55068.6,debt_consolidation,OH,34.99,0,2,16,0,70.3,25,2022,2,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.272,Low Risk,36
103169,5000,36 months,18.71,182.55,D,D3,7 years,OWN,42537.39,credit_card,GA,28.08,0,0,19,0,92.1,36,2019,5,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.118,Medium Risk,36
103170,20000,36 months,12.22,666.39,C,C1,5 years,RENT,23205.81,home_improvement,WI,13.96,0,0,5,0,36.1,16,2022,5,Fully Paid,0,Moderate (10-20%),Low (<40k),0.862,Medium Risk,36
103171,7500,36 months,20.67,281.29,E,E3,10+ years,RENT,96408.65,debt_consolidation,MA,17.8,0,0,9,2,26.7,28,2021,1,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.078,High Risk,36
103172,5000,36 months,8.24,157.24,A,A1,2 years,RENT,59256.99,vacation,CA,3.08,0,1,21,0,1.7,30,2023,6,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.084,Low Risk,36
103173,15000,60 months,25.91,448.31,F,F1,1 year,MORTGAGE,39535.32,debt_consolidation,MO,37.91,0,0,7,0,68.7,17,2021,12,Current,0,Very High (30%+),Low (<40k),0.379,High Risk,60
103174,7500,60 months,12.36,168.2,C,C2,4 years,OWN,50443.37,debt_consolidation,NC,36.72,3,0,24,0,11.1,38,2023,2,Current,0,Very High (30%+),Lower-Middle (40-70k),0.149,Medium Risk,60
103175,12000,36 months,15.38,418.22,D,D4,5 years,MORTGAGE,44305.44,home_improvement,MD,1.52,0,1,7,0,63.0,15,2023,12,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.271,Medium Risk,36
103176,12000,60 months,9.09,249.62,B,B5,9 years,RENT,58586.1,car,IN,33.62,0,0,21,0,95.2,39,2022,1,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.205,Low Risk,60
103177,10000,60 months,29.26,319.0,G,G1,4 years,RENT,56834.45,debt_consolidation,MO,0.15,1,2,22,0,79.6,27,2023,3,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.176,High Risk,60
103178,7500,36 months,19.85,278.15,E,E3,5 years,OWN,108951.07,moving,NY,25.8,0,3,13,0,56.5,24,2020,9,Fully Paid,0,High (20-30%),High (100k+),0.069,High Risk,36
103179,18000,36 months,13.23,608.49,C,C5,7 years,MORTGAGE,39988.62,debt_consolidation,FL,20.37,0,4,12,1,66.9,18,2022,3,Charged Off,1,High (20-30%),Low (<40k),0.45,Medium Risk,36
103180,7500,36 months,26.08,302.5,F,F2,10+ years,OWN,75853.48,debt_consolidation,MO,25.92,0,2,24,0,93.4,43,2022,9,Charged Off,1,High (20-30%),Upper-Middle (70-100k),0.099,High Risk,36
103181,30000,60 months,7.47,600.71,A,A2,4 years,RENT,42907.45,major_purchase,FL,37.05,0,0,13,0,75.5,27,2019,2,Current,0,Very High (30%+),Lower-Middle (40-70k),0.699,Low Risk,60
103182,12000,36 months,19.39,442.24,E,E1,3 years,MORTGAGE,81858.48,credit_card,VA,21.17,0,1,19,1,32.9,30,2021,1,Late (31-120 days),1,High (20-30%),Upper-Middle (70-100k),0.147,High Risk,36
103183,15000,36 months,6.2,457.69,A,A3,4 years,RENT,49072.61,home_improvement,VA,35.03,0,0,2,0,44.7,20,2019,7,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.306,Low Risk,36
103184,18000,36 months,17.76,648.58,D,D1,< 1 year,RENT,61829.93,credit_card,TX,8.24,0,0,15,0,26.8,18,2020,2,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.291,Medium Risk,36
103185,20000,60 months,18.04,508.3,D,D3,9 years,RENT,133208.22,debt_consolidation,WA,0.18,0,0,8,0,58.2,23,2019,10,Charged Off,1,Low (<10%),High (100k+),0.15,Medium Risk,60
103186,10000,36 months,17.19,357.47,D,D1,4 years,RENT,83953.62,debt_consolidation,IN,25.77,0,3,14,0,17.3,18,2021,11,Current,0,High (20-30%),Upper-Middle (70-100k),0.119,Medium Risk,36
103187,20000,36 months,20.3,746.33,E,E1,2 years,MORTGAGE,54270.21,home_improvement,NJ,24.88,0,1,19,0,12.9,28,2019,7,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.369,High Risk,36
103188,25000,36 months,12.44,835.62,C,C4,10+ years,MORTGAGE,50687.67,credit_card,MI,7.7,0,2,18,0,35.4,28,2019,1,Current,0,Low (<10%),Lower-Middle (40-70k),0.493,Medium Risk,36
103189,10000,36 months,11.48,329.66,B,B5,7 years,RENT,40075.64,small_business,MD,12.99,0,1,13,0,48.1,21,2020,6,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.25,Low Risk,36
103190,15000,36 months,19.09,550.52,E,E4,7 years,RENT,46986.53,small_business,IL,31.5,0,0,20,0,98.8,35,2022,8,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.319,High Risk,36
103191,5000,60 months,15.66,120.69,D,D5,6 years,MORTGAGE,71826.42,small_business,TX,21.66,1,4,20,0,69.3,36,2021,2,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.07,Medium Risk,60
103192,10000,60 months,16.24,244.46,D,D2,3 years,RENT,100827.86,small_business,MA,25.49,0,4,9,0,24.9,17,2023,3,Charged Off,1,High (20-30%),High (100k+),0.099,Medium Risk,60
103193,30000,60 months,9.96,636.82,B,B2,10+ years,RENT,45815.53,credit_card,MO,2.01,0,0,9,0,5.4,23,2021,5,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.655,Low Risk,60
103194,15000,60 months,9.23,313.05,B,B1,3 years,RENT,59835.59,credit_card,PA,32.16,0,0,20,1,41.8,24,2022,10,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.251,Low Risk,60
103195,30000,36 months,9.42,959.87,B,B5,7 years,RENT,41572.7,vacation,MI,19.26,1,0,19,0,17.6,20,2022,6,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.722,Low Risk,36
103196,30000,36 months,8.17,942.45,A,A3,8 years,OWN,48571.28,debt_consolidation,IL,33.0,0,0,22,0,71.5,30,2021,8,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.618,Low Risk,36
103197,18000,60 months,11.58,396.59,B,B1,4 years,RENT,61010.83,small_business,TX,27.55,0,0,8,0,84.7,22,2022,5,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.295,Low Risk,60
103198,7500,36 months,8.82,237.87,A,A2,5 years,MORTGAGE,57317.38,credit_card,IN,14.05,0,0,12,0,87.5,15,2021,11,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.131,Low Risk,36
103199,18000,60 months,17.03,447.64,D,D5,10+ years,RENT,99985.23,credit_card,MO,16.53,0,0,22,0,68.4,28,2020,4,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.18,Medium Risk,60
103200,7500,36 months,9.51,240.28,B,B2,6 years,MORTGAGE,33866.68,debt_consolidation,NC,1.67,2,0,6,0,30.4,21,2021,5,Fully Paid,0,Low (<10%),Low (<40k),0.221,Low Risk,36
103201,20000,60 months,12.72,452.2,C,C4,10+ years,RENT,57239.53,debt_consolidation,PA,11.42,0,0,2,0,44.1,15,2021,3,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.349,Medium Risk,60
103202,10000,36 months,13.12,337.52,C,C4,9 years,OWN,89537.84,moving,MO,13.43,0,0,6,0,13.1,18,2020,6,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.112,Medium Risk,36
103203,12000,36 months,14.17,411.12,C,C5,10+ years,RENT,55816.12,home_improvement,IL,21.05,1,2,12,0,89.0,15,2019,9,Current,0,High (20-30%),Lower-Middle (40-70k),0.215,Medium Risk,36
103204,18000,60 months,14.5,423.51,C,C2,Unknown,RENT,52457.38,medical,IL,31.21,0,0,19,0,8.4,33,2019,8,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.343,Medium Risk,60
103205,12000,36 months,10.65,390.88,B,B5,1 year,RENT,88941.65,debt_consolidation,PA,8.88,0,3,10,0,32.2,25,2021,10,Fully Paid,0,Low (<10%),Upper-Middle (70-100k),0.135,Low Risk,36
103206,20000,60 months,10.25,427.41,B,B5,7 years,RENT,28838.89,major_purchase,NC,30.79,0,1,22,0,63.6,32,2019,5,Fully Paid,0,Very High (30%+),Low (<40k),0.694,Low Risk,60
103207,7500,60 months,13.14,171.19,C,C5,9 years,MORTGAGE,109370.7,major_purchase,NJ,25.77,0,0,3,0,58.6,8,2023,3,Fully Paid,0,High (20-30%),High (100k+),0.069,Medium Risk,60
103208,7500,36 months,16.8,266.65,D,D4,4 years,RENT,62121.03,moving,MO,29.87,0,0,9,0,59.7,21,2019,9,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.121,Medium Risk,36
103209,12000,36 months,12.48,401.33,C,C4,7 years,RENT,36352.29,car,VA,23.13,0,0,12,1,52.1,28,2021,8,Fully Paid,0,High (20-30%),Low (<40k),0.33,Medium Risk,36
103210,12000,36 months,8.15,376.87,A,A4,3 years,RENT,67187.58,credit_card,VA,10.74,0,1,6,0,67.3,12,2020,1,Charged Off,1,Moderate (10-20%),Lower-Middle (40-70k),0.179,Low Risk,36
103211,18000,36 months,9.4,575.75,B,B2,10+ years,OWN,95850.04,major_purchase,NY,24.04,0,1,6,2,83.3,21,2020,5,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.188,Low Risk,36
103212,10000,36 months,8.3,314.75,A,A1,< 1 year,RENT,34635.8,credit_card,VA,24.02,0,0,7,0,52.4,22,2019,12,Late (31-120 days),1,High (20-30%),Low (<40k),0.289,Low Risk,36
103213,15000,60 months,10.43,321.89,B,B1,5 years,MORTGAGE,89399.77,debt_consolidation,VA,21.59,0,0,20,0,45.2,29,2021,10,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.168,Low Risk,60
103214,5000,60 months,12.19,111.7,C,C2,9 years,MORTGAGE,89520.32,debt_consolidation,TX,37.15,0,1,20,0,33.8,25,2019,10,Fully Paid,0,Very High (30%+),Upper-Middle (70-100k),0.056,Medium Risk,60
103215,20000,60 months,10.24,427.31,B,B5,1 year,MORTGAGE,75908.04,debt_consolidation,TX,34.31,0,0,7,0,1.1,12,2022,4,Current,0,Very High (30%+),Upper-Middle (70-100k),0.263,Low Risk,60
103216,10000,36 months,13.24,338.1,C,C4,5 years,RENT,30683.36,car,IN,10.47,0,0,5,0,34.6,18,2022,11,Fully Paid,0,Moderate (10-20%),Low (<40k),0.326,Medium Risk,36
103217,18000,60 months,10.61,387.87,B,B2,8 years,OWN,63452.32,debt_consolidation,MI,13.01,0,0,11,0,20.2,16,2020,5,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.284,Low Risk,60
103218,5000,36 months,12.36,166.93,C,C4,5 years,RENT,119140.07,debt_consolidation,MA,28.42,0,1,17,0,64.2,21,2021,2,Fully Paid,0,High (20-30%),High (100k+),0.042,Medium Risk,36
103219,25000,36 months,7.82,781.33,A,A5,2 years,RENT,40772.07,debt_consolidation,TN,38.42,0,1,4,2,25.6,14,2023,2,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.613,Low Risk,36
103220,12000,60 months,19.66,315.66,E,E1,1 year,OWN,39800.44,home_improvement,GA,20.91,0,1,13,1,69.6,23,2021,6,Fully Paid,0,High (20-30%),Low (<40k),0.302,High Risk,60
103221,18000,36 months,15.17,625.48,D,D2,3 years,RENT,47070.51,credit_card,OH,21.25,0,4,22,0,62.4,23,2020,5,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.382,Medium Risk,36
103222,25000,60 months,7.57,501.78,A,A3,4 years,MORTGAGE,40220.3,debt_consolidation,MD,25.21,0,0,8,0,45.6,22,2022,3,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.622,Low Risk,60
103223,30000,36 months,18.0,1084.57,D,D2,6 years,MORTGAGE,73523.99,debt_consolidation,VA,16.16,0,1,5,0,79.3,16,2022,12,Charged Off,1,Moderate (10-20%),Upper-Middle (70-100k),0.408,Medium Risk,36
103224,10000,36 months,14.14,342.46,C,C3,6 years,OWN,107826.11,home_improvement,TX,0.42,1,0,5,0,47.4,22,2022,12,Fully Paid,0,Low (<10%),High (100k+),0.093,Medium Risk,36
103225,7500,36 months,18.34,272.42,D,D3,9 years,RENT,62501.63,debt_consolidation,WA,39.36,0,2,15,1,13.3,28,2023,9,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.12,Medium Risk,36
103226,15000,60 months,18.5,384.99,D,D2,2 years,MORTGAGE,54572.53,debt_consolidation,IN,9.39,1,2,7,0,81.1,18,2021,10,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.275,Medium Risk,60
103227,12000,36 months,14.52,413.17,C,C5,6 years,MORTGAGE,81316.59,moving,OH,26.52,0,3,19,0,21.4,24,2022,1,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.148,Medium Risk,36
103228,10000,60 months,10.57,215.29,B,B2,8 years,RENT,66941.06,debt_consolidation,FL,15.81,0,0,24,0,89.4,25,2023,6,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.149,Low Risk,60
103229,5000,60 months,16.55,123.06,D,D5,6 years,RENT,69520.6,credit_card,GA,0.79,1,0,4,0,6.3,14,2019,10,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.072,Medium Risk,60
103230,25000,36 months,18.14,905.57,D,D3,7 years,RENT,110856.24,credit_card,PA,24.81,0,0,5,0,50.9,17,2020,2,Fully Paid,0,High (20-30%),High (100k+),0.226,Medium Risk,36
103231,10000,36 months,12.14,332.81,C,C5,6 years,MORTGAGE,53325.07,major_purchase,NC,39.32,1,0,19,0,27.9,35,2022,1,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.188,Medium Risk,36
103232,18000,36 months,14.74,621.69,C,C4,1 year,MORTGAGE,55245.89,debt_consolidation,IN,4.86,0,0,11,0,97.6,27,2021,7,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.326,Medium Risk,36
103233,10000,60 months,8.64,205.84,A,A3,4 years,OWN,39703.03,other,GA,23.2,0,0,2,0,87.3,18,2020,7,Fully Paid,0,High (20-30%),Low (<40k),0.252,Low Risk,60
103234,12000,36 months,15.31,417.81,D,D5,7 years,RENT,49404.05,major_purchase,VA,31.09,0,3,7,0,24.3,14,2022,3,Late (31-120 days),1,Very High (30%+),Lower-Middle (40-70k),0.243,Medium Risk,36
103235,30000,60 months,18.54,770.64,D,D2,5 years,MORTGAGE,44325.69,small_business,TX,4.35,0,0,9,0,98.7,26,2021,9,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.677,Medium Risk,60
103236,15000,36 months,16.91,534.12,D,D5,4 years,OWN,71955.33,debt_consolidation,CA,11.83,0,1,23,0,13.5,30,2023,10,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.208,Medium Risk,36
103237,7500,36 months,9.82,241.37,B,B3,7 years,RENT,48184.26,credit_card,PA,8.51,0,1,8,1,11.0,8,2021,7,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.156,Low Risk,36
103238,15000,36 months,16.62,531.96,D,D4,1 year,RENT,94126.17,credit_card,VA,31.78,0,1,5,0,62.8,13,2022,7,Fully Paid,0,Very High (30%+),Upper-Middle (70-100k),0.159,Medium Risk,36
103239,25000,36 months,28.83,1045.33,G,G2,8 years,MORTGAGE,43192.38,credit_card,FL,32.11,0,0,23,0,6.8,30,2021,3,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.579,High Risk,36
103240,7500,60 months,14.7,177.25,C,C3,8 years,RENT,49267.82,debt_consolidation,IN,25.02,0,0,13,0,59.0,29,2021,8,Late (31-120 days),1,High (20-30%),Lower-Middle (40-70k),0.152,Medium Risk,60
103241,15000,36 months,22.6,577.52,E,E4,8 years,OWN,32629.73,major_purchase,MO,3.02,0,2,12,0,14.6,28,2023,8,Charged Off,1,Low (<10%),Low (<40k),0.46,High Risk,36
103242,12000,60 months,6.58,235.24,A,A1,7 years,RENT,21842.95,debt_consolidation,TX,29.65,0,2,9,1,86.5,11,2022,4,Charged Off,1,High (20-30%),Low (<40k),0.549,Low Risk,60
103243,18000,36 months,9.99,580.72,B,B4,10+ years,MORTGAGE,43067.06,debt_consolidation,OH,10.97,0,0,23,0,19.2,33,2020,10,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.418,Low Risk,36
103244,25000,36 months,29.91,1060.06,G,G2,Unknown,RENT,61178.03,moving,WI,29.16,0,0,14,0,38.8,28,2020,7,Late (31-120 days),1,High (20-30%),Lower-Middle (40-70k),0.409,High Risk,36
103245,5000,36 months,10.45,162.39,B,B3,9 years,MORTGAGE,71434.08,credit_card,AZ,28.15,0,1,23,0,98.4,41,2021,6,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.07,Low Risk,36
103246,15000,36 months,16.52,531.21,D,D4,6 years,RENT,44338.58,debt_consolidation,MA,35.7,0,0,21,0,43.7,22,2019,5,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.338,Medium Risk,36
103247,10000,60 months,6.13,193.93,A,A1,9 years,OWN,70715.98,debt_consolidation,TN,16.79,0,0,18,0,88.5,24,2020,3,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.141,Low Risk,60
103248,10000,36 months,11.08,327.77,B,B2,2 years,RENT,88317.82,home_improvement,WI,12.34,3,0,2,0,23.5,7,2021,2,Charged Off,1,Moderate (10-20%),Upper-Middle (70-100k),0.113,Low Risk,36
103249,10000,36 months,10.43,324.69,B,B1,Unknown,OWN,39619.56,medical,IL,11.03,0,0,2,0,17.3,10,2020,4,Fully Paid,0,Moderate (10-20%),Low (<40k),0.252,Low Risk,36
103250,30000,36 months,12.37,1001.74,C,C1,6 years,RENT,30119.59,credit_card,IN,33.79,1,1,17,0,21.6,31,2021,1,Current,0,Very High (30%+),Low (<40k),0.996,Medium Risk,36
103251,12000,36 months,17.69,431.96,D,D2,9 years,MORTGAGE,62352.64,debt_consolidation,MA,5.73,0,2,7,0,46.1,23,2023,9,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.192,Medium Risk,36
103252,25000,36 months,13.4,847.17,C,C2,8 years,RENT,48217.07,debt_consolidation,NC,18.07,0,2,2,0,54.3,16,2022,4,Charged Off,1,Moderate (10-20%),Lower-Middle (40-70k),0.518,Medium Risk,36
103253,10000,60 months,9.86,211.78,B,B2,< 1 year,RENT,50741.97,medical,OH,23.93,0,1,15,1,4.0,23,2021,5,Current,0,High (20-30%),Lower-Middle (40-70k),0.197,Low Risk,60
103254,10000,36 months,9.77,321.59,B,B4,8 years,MORTGAGE,31561.9,debt_consolidation,PA,4.96,0,4,11,0,60.6,23,2020,2,Fully Paid,0,Low (<10%),Low (<40k),0.317,Low Risk,36
103255,12000,60 months,25.67,356.94,F,F5,5 years,RENT,70567.2,debt_consolidation,GA,26.15,1,0,9,1,92.2,25,2020,3,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.17,High Risk,60
103256,30000,36 months,21.34,1135.5,E,E2,7 years,RENT,70085.63,debt_consolidation,AZ,31.24,0,1,3,0,43.6,12,2020,5,Fully Paid,0,Very High (30%+),Upper-Middle (70-100k),0.428,High Risk,36
103257,10000,60 months,19.51,262.22,E,E3,8 years,RENT,78600.93,debt_consolidation,NY,31.06,1,0,3,0,75.3,13,2021,4,Charged Off,1,Very High (30%+),Upper-Middle (70-100k),0.127,High Risk,60
103258,18000,36 months,22.33,690.5,E,E1,6 years,RENT,37511.12,debt_consolidation,CA,22.68,0,1,18,2,85.5,24,2022,2,Current,0,High (20-30%),Low (<40k),0.48,High Risk,36
103259,18000,60 months,13.52,414.36,C,C4,8 years,RENT,35830.6,debt_consolidation,NJ,17.77,0,0,17,0,97.0,36,2021,2,Current,0,Moderate (10-20%),Low (<40k),0.502,Medium Risk,60
103260,30000,60 months,10.04,638.0,B,B2,3 years,MORTGAGE,78643.34,credit_card,WA,26.77,0,2,24,0,73.1,33,2023,3,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.381,Low Risk,60
103261,5000,36 months,9.39,159.91,B,B5,9 years,RENT,74035.81,credit_card,TN,27.55,0,0,11,0,67.4,14,2021,9,Fully Paid,0,High (20-30%),Upper-Middle (70-100k),0.068,Low Risk,36
103262,15000,36 months,7.13,464.05,A,A5,10+ years,MORTGAGE,56244.55,debt_consolidation,TX,22.1,0,2,5,0,42.9,15,2023,4,Current,0,High (20-30%),Lower-Middle (40-70k),0.267,Low Risk,36
103263,25000,36 months,11.91,829.28,B,B2,3 years,OWN,49858.4,debt_consolidation,IN,17.51,0,1,24,0,54.3,32,2023,12,Late (31-120 days),1,Moderate (10-20%),Lower-Middle (40-70k),0.501,Low Risk,36
103264,5000,36 months,19.23,183.86,E,E1,9 years,OWN,36704.28,home_improvement,WA,34.97,1,1,15,0,17.6,18,2019,11,Current,0,Very High (30%+),Low (<40k),0.136,High Risk,36
103265,18000,60 months,8.95,373.21,A,A4,7 years,OWN,84435.04,credit_card,IL,33.99,2,0,12,0,87.9,25,2021,4,Charged Off,1,Very High (30%+),Upper-Middle (70-100k),0.213,Low Risk,60
103266,7500,36 months,26.53,304.3,F,F5,8 years,RENT,68375.72,home_improvement,WA,14.06,0,0,16,1,65.1,16,2021,2,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.11,High Risk,36
103267,7500,36 months,10.4,243.41,B,B1,< 1 year,MORTGAGE,42421.7,debt_consolidation,NJ,30.88,0,1,19,0,75.0,32,2023,10,Charged Off,1,Very High (30%+),Lower-Middle (40-70k),0.177,Low Risk,36
103268,10000,36 months,7.13,309.37,A,A4,3 years,RENT,23237.33,home_improvement,NC,20.32,2,1,6,0,10.6,8,2020,5,Fully Paid,0,High (20-30%),Low (<40k),0.43,Low Risk,36
103269,7500,36 months,8.33,236.17,A,A4,8 years,RENT,81086.29,credit_card,NY,16.06,0,1,6,1,49.25,6,2020,7,Fully Paid,0,Moderate (10-20%),Upper-Middle (70-100k),0.092,Low Risk,36
103270,7500,60 months,23.73,214.59,F,F3,4 years,MORTGAGE,56396.77,major_purchase,CA,8.1,0,3,11,0,45.5,17,2020,3,Charged Off,1,Low (<10%),Lower-Middle (40-70k),0.133,High Risk,60
103271,15000,36 months,9.75,482.25,B,B4,8 years,MORTGAGE,49750.06,debt_consolidation,WI,29.79,0,2,19,0,7.8,30,2021,2,Charged Off,1,High (20-30%),Lower-Middle (40-70k),0.302,Low Risk,36
103272,10000,36 months,13.54,339.55,C,C1,1 year,MORTGAGE,46241.59,debt_consolidation,WI,33.31,1,2,9,0,76.7,16,2021,7,Fully Paid,0,Very High (30%+),Lower-Middle (40-70k),0.216,Medium Risk,36
103273,18000,36 months,9.91,580.05,B,B4,1 year,RENT,46473.68,debt_consolidation,MO,19.76,0,2,19,0,81.0,20,2023,9,Fully Paid,0,Moderate (10-20%),Lower-Middle (40-70k),0.387,Low Risk,36
103274,12000,36 months,11.94,398.23,B,B2,10+ years,RENT,59815.55,credit_card,NC,28.8,0,0,3,0,92.7,13,2020,1,Fully Paid,0,High (20-30%),Lower-Middle (40-70k),0.201,Low Risk,36
103275,18000,36 months,12.89,605.54,C,C5,8 years,MORTGAGE,45849.3,debt_consolidation,GA,8.36,0,0,15,0,55.3,19,2019,10,Fully Paid,0,Low (<10%),Lower-Middle (40-70k),0.393,Medium Risk,36
